,PC1,PC2,PC3
CHINESE QUINCE PEEL,0.6843643556121769,-0.4065160720386081,1.8563910849053324
BUDDHA HAND PEEL OIL (citrus medica v. s.),0.6701846821076411,-0.27199577389042345,1.5951645144050375
DIAMANTE LEMON PEEL OIL (citrus medica L.),0.6650054396561504,-0.17940496460685582,1.621239922352268
YUZU OIL (Citrus junos Sieb. ex Tanaka),0.8139163427764433,0.21723998318869875,6.878911311688476
BLACK CURRANTS - BERRIES,0.5512662644950926,-0.49279708201721667,-1.2737148310444648
CROWBERRY (Empetrum nigrum coll.),0.3937491194119332,-0.3863916311873461,0.8812178741408451
AVOCADO (Persea americana Mill.),-0.29783164930553263,-0.4795767791235422,-0.3276422904860522
VITIS VINIFERA L. (Cabernet Sauv. thinning grapes),0.6802745982326931,-0.4037297177899779,1.6509419629748616
"BELI, BAEL (Aegle marmelos Correa)",0.29432626376366183,-0.4653309883580068,-0.035304743523024
MEYER LEMON PEEL OIL (citrus meyerii Y.),0.6600736756305209,-0.19242766044174567,1.5747475831792928
PERSIAN LIME OIL,0.6700973066911964,-0.2523614864744704,1.6636651034209764
DATE (Phoenix dactylifera L.),0.5732093394303814,-0.5024503479447376,-1.6964503365835837
BERGAMOT OIL (Citrus aurantium bergamia),0.6674245353358124,-0.1815476944976544,1.6521240335542162
MANDARIN OIL (Citrus reticulata),0.6137589651454661,-0.22076074970274973,1.8983343900844978
BITTER ORANGE PEEL OIL (Sudachi),0.6620588245003097,-0.31542996109523685,1.5985151330146286
TAHITI ACID LIME PEEL (C. ×latifolia Tan. ex Y.T.),0.6707770781979184,0.15029647117175038,1.6490572151921121
SUDACHI OIL (Citrus sudachi Hort. ex Shirai),0.5068900637558614,-0.12719174840782602,1.5010748603529591
ACEROLA (Malpighia),0.5632550081076776,-0.3362425170179009,-0.22778089419800424
SATSUMA MANDARIN JUICE (Citrus unshiu),0.6503825440586039,-0.35485596095616734,1.5173141184946422
APPLE FRESH UNRIPE (Ruixue),0.6535506701817401,-0.36827858432078553,1.4241458394928215
ELDER FLOWER,0.5028863503573635,-0.38965403127237835,0.6283640411942477
BITTER ORANGE PEEL OIL (Natsu-daidai),0.6568006945072378,-0.314264830917557,1.5623266158678524
BACURI (Platonia insignis),0.6420330472989082,-0.3553671704035191,1.4072953976956188
"CUSTARD APPLE, ATEMOYA (Annona atemoya)",0.6548683938973697,-0.5199957025418095,1.2217578395920938
LIME OIL (coldpressed),0.6940898206639458,0.5314550602053228,2.0184602461419137
ELDERBERRY FRUIT,0.6452120149583664,-0.38052344623307915,1.1564747147043204
CAPE GOOSEBERRY (Physalis peruviana L.),0.4385570641635643,-0.47908079179414076,-0.9779540176281146
ORANGE OIL (Citrus sinensis L. Osbeck),-2.36162663984368,-0.2905559640401855,-1.3940590001386528
CALAMANSI PHILIPPINE FRUIT (citrus x microcarpa),0.7119615962542788,-0.36133540375683737,1.5614854033152512
MANDARIN OIL (Citrus nobilis),0.5893613126156685,-0.09726769571248381,1.3171030201249945
AUSTRALIAN FINGER LIME PEEL (cv. Durham’s Emerald),0.6630507158656749,-0.3145061043131685,1.6101810537473393
BITTER ORANGE PEEL OIL (Iyokan),0.6602777798391355,-0.313294731819191,1.5876735139732658
APPLE FRESH (Jonathan),0.5995522381410167,-0.2795722754132055,1.4395437896686556
APPLE FRESH (Golden Delicious),0.6526593331621336,-0.40910469329603366,0.4902139018184014
KAFFIR LIME JUICE,0.6511084297704872,-0.34924663232799963,1.522008726917261
SWANGI PEEL OIL (Citrus hystrix DC),0.6729041827630716,-0.19088736316013458,1.6814839601677376
PONKAN PEEL OIL (Citrus reticulair Blanco),0.6802516535293147,0.007628285931757043,1.609957871634663
POMELO PEEL OIL (Citrus grandis Osbeck),0.6625610320063833,-0.25830185018944685,1.6004070592554658
BITTER ORANGE PEEL OIL (Daidai),0.6555710706826968,-0.31672200662884165,1.5541665535389255
KINOKUNI MANDARIN JUICE (Citrus kinokuni),0.6504169944548785,-0.3541391397328668,1.5177512364937666
VITIS LABRUSCA L.,0.6017845696736434,-0.5517971414836277,-3.2146785381834997
DANCY MANDARIN JUICE,0.6504146923624118,-0.3541555533244651,1.517289282895101
TANGERINE MANDARIN JUICE,0.6058527119742435,-0.3715142656662803,1.2320281520758594
LEMON JUICE (Citrus limon Burm. f.),0.6240773398821666,-0.36098347998193797,1.485840593948911
GRAPEFRUIT OIL (Citrus paradisi),0.633366966698363,-0.3804922167349966,-0.15294682815479477
APPLE FRESH (Ruixue),0.6410177300335649,0.25481414911502154,0.7337521770062049
BABACO FRUIT (Carica pentagona Heilborn),-0.034749231801414884,-0.5262425792135498,-1.4496771289570145
BUDDHA HAND PEEL (citrus medica v. sarcodactylis),0.6801601217092844,-0.3606767848252144,1.5323930709072868
CUPUACU (Theobroma grandiflorum Spreng.),0.6256995066308951,-0.4273996106404984,0.5846332433141329
FINGERED CITRON PEEL OIL (Citrus medica L.),0.6504146876416402,-0.3541619201838742,1.5173049144324822
"AMBARELLA FRUIT (ripe, Spondias cytherea S.)",0.6520698662490112,-0.3699409292057839,1.2612956052876054
APPLE JAM,0.6501062639901138,-0.36624712412087396,1.3129117213124681
BITTER ORANGE JUICE (Citrus aurantium ssp. amara),0.6503544037097565,-0.35404614970664905,1.517290715877647
CALIFORNIA PEPPER (Schinus molle L.),0.6550137077908985,-0.3616597061828602,1.4586637870398431
CHINESE QUINCE FRUIT,0.10113905165832009,-0.530473382601059,-1.2294196606244332
SWEET CHERRY (Prunus avium L.),0.05069848974801494,-0.3522366069974938,0.06803122464345918
MEYER LEMON LEAF OIL,0.6614240116194667,-0.32636979809281585,1.5971413555944545
DAIDAI PEEL OIL(C.aurantium L.cyathifera Y.Tanaka),0.662074578290599,-0.30340076653230513,1.6187482243078342
GRAPEFRUIT JUICE (Citrus paradisi),0.5844989358246693,-0.6035294414985272,-1.148924090881268
PERSIAN LIME PEEL (C. limettioides Tanaka),0.6617163939040352,-0.06747028719274262,1.5868631348788582
KAFFIR LIME LEAF OIL (Citrus hystrix DC.),0.6721445629466583,-0.28117371622810805,1.6724852435851962
FIG (fresh),0.6490630256612793,-0.35598508785839167,1.5316218508419615
LIMA ORANGE PEEL (C. sinensis L. Osbeck var. Lima),0.6552107606877596,-0.24757263976298602,1.5494874322206778
ELDERBERRY JUICE,-0.3747229403089965,0.08646057656165147,-0.7253505047114639
RAISIN,0.904718800748596,-0.41874865935180494,0.7015668357524458
"DALIEB, PALMYRA PALM FRUIT (Borassus aethiopum L.)",0.6502874411623966,-0.3647859134352037,1.230772772887437
BULLOCK'S HEART (Annona reticulata L.),0.7080088106236438,-0.27171628206132326,1.4260090069534554
BUDDHA HAND HYDROLATE (citrus medica v. sarcod.),0.6504142456449762,-0.3541638643913016,1.5173017299237976
KINOKUNI MANDARIN OIL (Citrus kinokuni),0.6777914390468989,-0.33152431912310193,1.6849379750715079
APPLE FRESH (Pink Lady),0.6506927466525534,-0.35221545713567215,1.52205054341998
APPLE PROCESSED (juice),0.508438390656693,-0.14272731284119858,-1.7148552567948936
BAIA ORANGE PEEL (C. sinensis L. Osbeck var. Baia),0.6569911466511407,-0.2830756021542705,1.5667109834105966
APPLE FRESH (McIntosh),0.4162390848153738,-0.21220893280446868,0.472157070469985
GABIROBA (Campomanesia xanthocarpa),0.49268932892971523,-0.10153394491158287,1.0062410909616186
FIG (dried),0.6566287183176021,-0.39127403581235143,1.0708078926543423
APPLE FRESH (Cox's Orange Pippin),0.42321533168799036,-0.3563512877106781,1.5036879001319285
CHERIMOYA (Annona cherimolia Mill.),-0.28538083353372184,-0.7364604727971391,-6.95274827729406
CHEMPEDAK (Artocarpus polyphema Pers.),0.6063930300239999,-0.372372637702641,1.2370946614575713
POMELO PINK JUICE (citr grandis Osbeck) PO52,0.3335307321569505,-0.34890022408871674,1.6802164705537481
KUMQUAT PEEL OIL,0.6767440368420301,0.6625264513151603,1.656523782161268
OTHER VITIS SPECIES,0.4637044976876841,-0.47339101698750297,-0.0029263677288479755
DWARF QUINCE (Chaenomeles japonica),0.22268748136222516,-0.21878389256075265,1.2876169149518206
APPLE FRESH (Fuji),0.5714848128467536,0.08183896174618284,0.37057920438080455
AUSTRALIAN FINGER LIME PEEL (cv. Alstonville),0.6604564438951712,-0.2536664567696325,1.5927189104416368
ITALIAN TANGERINE PEEL (C. deliciosa Ten.),0.6577879228774295,-0.290450032706526,1.5694268430635816
BLACK CHOKE BERRY JUICE(Aronia melanocarpa Ell.),0.6531561072717339,-0.3942824184178418,1.5464945224439137
CALAMONDIN JUICE (Citrus mitis Blanco),0.6504166820203529,-0.3541504398745891,1.5173216235725957
DRAGON FRUIT (Hylocereus undatus),0.6522688842799084,-0.3565879159553122,1.5337326736874397
KUMQUAT OIL (Citrus Fortunella species),0.8724025417253134,0.7025250633065397,0.5688165389918555
AUSTRALIAN FINGER LIME PEEL (cv. Judy's Everb.),0.659201329669913,-0.27938512597038206,1.580892609724123
APPLE FRESH (Elstar),0.6816507498313747,-0.36857295701344506,1.412296791529147
SWEET ORANGE PEEL OIL (C. sinesis),0.6781645642771671,-0.22678221072045254,1.7218082638065715
BLACK CURRANTS - BUDS,0.7416409967792211,0.16391180997600222,0.9305038001263471
"CERIMAN, PINANONA (Monstera deliciosa Liebm.)",0.6590581330006496,-0.44321952900923717,0.28244570765204857
KAFFIR LIME PEEL OIL,0.6905633352266142,-0.09309257611859674,1.8186730296401221
MICROCITRUS SPECIES OIL,0.6942585390911359,0.0686565053784441,1.2222901635908998
BITTER ORANGE PEEL OIL (Kabusu),0.6608894354873948,-0.33259795316479057,1.5920753797940566
APPLE FRESH (Cox's Orange),0.6563887164809339,-0.38134382438706615,1.2223970689009878
LIME OIL (distilled),0.716632235951131,-0.17441552880214842,2.0376618102793853
APPLE FRESH (Royal Gala),0.6376440699324475,-0.3486564040404435,1.4460557170566748
MANDARIN OIL (Citrus deliciosa Tenore),0.684713178205641,-0.2839364633168834,1.8182373099921056
APPLE FRESH (generic),-1.7109898220943338,1.7074216584816888,-10.248020053191869
TANGERINE MANDARIN PEEL OIL,0.6786328516711922,-0.24823557939878121,1.722702118096205
APPLE FRESH UNRIPE (Fuiji),0.6554547821956629,-0.21112097910488584,1.0964031044125782
CALAMANSI PHILIPPINE ESS OIL (citrus microcarpa B),0.6652111760062942,-0.3181825920167748,1.6217658951726355
"ASIAN PEAR (Pyrus serotina, Pyrus pyrifolia)",0.40185807834314924,-0.41016136631334804,0.8818499526780385
DURIAN (Durio zibethinus),0.05679315320945994,-2.635629996176381,-7.041022349599374
CHINESE QUINCE FLESH,0.6503820974960327,-0.35403249055640434,1.514143464535058
MANDARIN JUICE (Citrus reticulata),0.6345341033016058,-0.3750773691856423,1.3527513427977131
BLACK PEPPER FRUIT (cv. Clonada),0.6620790194601393,-0.36094458714168765,1.5245395255965084
HORSE MINT OIL (Mentha longifolia),0.7614315105021923,0.2750708565296037,1.6840605733742648
BLACK PEPPER LEAF (cv. Guajarina),0.6504134722730639,-0.35422031712003027,1.517297983661341
CURCUMA AMADA ROBX.,0.650413859374609,-0.3542930563185192,1.5173039967762574
"WHITE SESAME SEED OIL (cold-pressed, old)",0.5548897168583937,-0.323990407139391,0.8916521558991632
MYRTLE BERRY,0.6686966549748727,-0.23305074848377536,1.65725130029211
TEMOE LAWAK (Curcuma xanthorrhiza Roxb.),0.6763301804534769,0.0525691439351627,1.6910311627379504
OCIMUM BASILICUM VARIETIES,0.6851392988398308,0.29241869923369695,1.8627449893766945
Heated LICORICE (Glycyrrhiza uralensis),0.8124684498288383,-0.29874710403614707,2.762420992992812
MOROCCAN CAMOMILE OIL (Chamaemelum mixtum L.),0.6906931964516667,-0.06341206249256037,1.8327587515672568
BROWN MUSTARD OIL (Brassica juncea),0.6793011518465406,-0.3198642080091247,1.534630762706446
CURCUMA AERUGINOSA ROXB.,0.6906656572323063,1.006491988933809,1.7565446258265982
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),0.7054774622508886,0.43198077928267165,1.0855247544392919
ASAFOETIDA OIL,0.7261703916306139,0.23428765190010442,4.142484184500885
GERMAN CAMOMILE OIL (Matricaria chamomilla L.),0.7014970145419477,0.6181886223944598,1.453542044930278
LOVAGE ROOT,0.37478255209514033,-0.31156844000470735,-0.670285236193064
CALAMUS (ASIAN ORIGIN),0.6248857615478443,-0.2087472620233299,1.8128893801530128
VEGETABLE FENNEL OIL (F. var. azoricum (Miller)),0.6567965415999678,-0.35730185634689166,1.5631681069089705
"GOLD FLAXSEED OIL (cold-pressed, old)",0.24746009438711478,-0.17557150865490492,0.6458703420313617
SWEET GRASS OIL (Hierochloe odorata),0.5951740946546621,-0.3945743254823121,1.1262207717245811
EAU DE COLOGNE MINT OIL (M. piperita var. citrate),0.6504146876416402,-0.3541619201838742,1.5173049144324822
Heated LICORICE (Glycyrrhiza echinata L.),0.6361911164917093,-0.404427850204439,0.4141839914969373
"TURMERIC, WILD (Curcuma aromatica Salisb.)",0.687208538664903,0.6425217037474481,1.7446764639067591
STAR ANISE (Illicium anisatum),0.6643737381150863,-0.3181760408595673,1.6169562575397256
SWEET FENNEL OIL (F. var. dulce (Miller)),0.6659229405729026,-0.36100905240482484,1.6273444571884874
ROSEMARY (Rosmarinus officinalis L.),0.6991319364952187,0.03252931988934233,1.8747538831669521
SAGE (Salvia officinalis L.),0.6808992165507703,0.18196341172077285,1.53537655450408
SPEARMINT OIL (Mentha spicata L.),0.7448731005816479,-0.19188206951659834,1.9245663934953217
CLOVE LEAF,0.6517152508641375,-0.3577899300430619,1.515190862171648
"WHITE POPPY SEED OIL (cold-pressed, old)",0.1364417977460889,-0.48543565721659937,0.09891532279062348
CATNIP GIANT HYSSOP (Agastache nepetoides K.),0.6523950734949476,-0.35609718293281745,1.5261521914900997
CALAMUS (EUROPEAN ORIGIN),0.7419944216947286,3.0471555617986787,2.132856842859385
SMALLER GALANGA (Alpinia officinarum Hance),0.6734576571735941,0.1665600309800875,1.551548597656168
BLACK PEPPER LEAF (cv. Equador),0.6767832646475694,-0.3910704078359834,1.6974237969028516
VINEGAR (industrial from Ulugbey Karasi red wine),0.6503482025077345,-0.35391172809042226,1.5208360861807975
BLACK PEPPER FRUIT (cv. Cingapura),0.6705202252941659,-0.37488303532577166,1.564759199724433
INDIAN DILL HERB (Anethum sowa Roxb.),0.6504031301783355,-0.35418278780584,1.5172071705747776
BERGAMOT MINT OIL (Mentha citrata Ehrh),0.6552235010611109,-0.3160511233765809,1.564003735830634
SATUREJA THYMBRA L.,0.6662294493087195,-0.24947992237441702,1.6296158302467847
CARAWAY ROOT,0.670145422858471,-0.21014128318022512,1.663476861754119
CARAWAY HERB,0.6645004778281719,-0.11011743168964243,1.6079354276114552
CALAMINTHA NEPETA OIL,0.6763823722515728,-0.24567620391276151,1.7202002963366319
GENTIAN ROOT,0.6666893301234114,-0.377260765408644,1.6300514223437637
BLACK PEPPER (Piper nigrum L.) (non-categorised),0.7440099712642042,2.8281727416105626,1.7590802305056574
BITTER FENNEL TEA,0.6504064147072307,-0.35415866894389453,1.5173478356845982
ANISE OIL,0.6759403881414877,-0.3722006669984644,1.7042055573746815
CLOVE STEM,0.6581217509565253,-0.1649524212794796,1.5645244564677694
WHITE MUSTARD SEEDS ROASTED (Sinapis alba L.),0.6463295171350792,-0.3751204020512854,1.101364157610563
"VINEGAR (aged in oak casks, from Brandy de Jerez)",0.6630662966786205,-0.3820028204051554,1.3404679311051066
CLARY SAGE (Salvia sclarea L.),-0.879663431134257,1.9262154647482654,1.63091267731921
BLACK PEPPER LEAF (cv. Iaçará),0.6639421123777437,-0.3630259977575861,1.606248797399503
GINGER (Zingiber cassumunar Roxb.),0.706896105777372,-0.24677696083830045,1.9131305858222933
WHITE MUSTARD SEEDS (Sinapis alba L),0.7231445147070767,-0.3760958970928671,1.2030874976768486
HEAT-PROCESSES LICORICE (Succus Liquiritiae),0.548591267671412,-0.35272088368573884,1.5363076667279307
TARRAGON LEAVES,0.6503578614937852,-0.3663124541112665,1.3352143646409032
LOVAGE SEED,0.6681334477754065,-0.2620453900769832,1.6306574888447924
NUTMEG (Myristica fragrans Houttuyn),0.7085731758259589,-0.10020931633057371,1.9572559687757811
PENNYROYAL OIL (Mentha pulegium L.),0.7942270847313238,-0.3359329755825272,1.877019428550432
TURMERIC (Curcuma longa L.= C. domestica Val.),0.6744640473797523,-0.31017794659933234,1.6530274235598004
CUMIN SEED (Cuminum cyminum L.),0.6658624148448727,-0.08665838238408109,1.6188354549654727
"BLACK CUMIN OIL (cold-pressed, old)",0.6266169511488044,-0.37113630863818753,1.566529967626161
CALAMUS (NORTH AMERICAN ORIGIN),0.6737275324572443,-0.3138076012235973,1.6930918446834275
VINEGAR (traditional from Ulugbey Karasi red wine),0.6503482025077345,-0.35391172809042226,1.5208360861807975
CYMBOPOGON CITRATUS OIL,0.681118975189748,0.10562123456947638,1.7347179532876502
CARDAMOM (Ellettaria cardamomum Maton.),0.7755531197836556,0.5190151204279564,1.7752471978382809
APPLE MINT OIL (Mentha suaveolens),0.7256415608532097,0.35987927571804046,2.094800014678851
GINGER (Zingiber officinale Roscoe),0.7397954391190107,1.861299918240375,2.489341825342061
ZEDOARY (Curcuma zedoaria Rosc.),0.6604916551541642,-0.36825510923570187,1.5858592193137746
"CINNAMOMUM, OTHER TYPES",0.6663680324838351,-0.12299707339264636,1.6577856180563004
BLACK PEPPER FRUIT (cv. Bragantina),0.6643498869062584,-0.3642758893076215,1.524394213957587
PIPER BETLE L. CULTIVARS,0.6599121486483449,-0.36055857479173203,1.4978671269829371
"BROWN FLAXSEED OIL (cold-pressed, old)",0.7060819385187415,-0.28406500408402263,1.231941949943769
CARAWAY SEED,0.66601437719241,-0.3281473411917981,1.6298664358925796
"MILK THISTLE OIL (cold-pressed, fresh)",0.5707500367069454,-0.41972145553909906,1.41370571312823
WILD MARJORAM (origanum vulgare L. ssp. virens),0.6504139589808333,-0.35417359208967686,1.5173001439394662
WILD MARJORAM (origanum vulgare L ssp glandulosum),0.6504142000831691,-0.3541715790490643,1.5173017515736877
KOREAN MINT (Agastache rugosa Kuntze),0.6523953326433234,-0.35609914742838633,1.5261543899842178
BLACK PEPPER FRUIT (cv. Guajarina),0.6681894693206079,-0.36959345102405916,1.56564684060269
CASSIA LEAF (Cinnamomum cassia Blume),0.7851470576620276,-0.41378133136079326,1.6468421571367104
BLACK PEPPER LEAF (cv. Bragantina),0.6664353121101751,-0.3712267322844255,1.6064013068462084
INDIAN DILL ROOT (Anethum sowa Roxb.),0.6512214160874262,-0.35529532288398363,1.5230206757581004
CHOCO MINT OIL (Mentha piperita f. citrate),0.6504146876416402,-0.3541619201838742,1.5173049144324822
INDIAN DILL SEED (Anethum sowa Roxb.),0.6538471917217692,-0.3573275668222718,1.5398885944797174
Heated LICORICE (Glycyrrhiza inflata L.),0.6611333874705854,-0.3658506273565286,1.5006092124940034
BITTER FENNEL FRUIT SEED,0.6506093623092702,-0.35195580372614504,1.5216252093868978
BLACK PEPPER FRUIT (cv. Uthriankota),0.66370989764374,-0.3544272392013558,1.6060813445053348
WILD MARJORAM (origanum vulgare L. ssp. hirtum),0.6503992462788848,-0.3542209269957397,1.5172037751911844
CINNAMON ROOT BARK (Cinnamomum zeylanicum Blume),0.6592860319733764,-0.3242254569312211,1.5807525332547676
WHITE PEPPER WHOLE CORNS (Piper nigrum L.),0.42690023349934036,-0.34329781226391703,1.6462654431200854
CURRY FRUIT OIL (Bergera koenigii L),0.6613815311573107,-0.1596586115661739,1.5983233129572951
BLACK PEPPER OIL (Piper nigrum L.),0.6980210089254337,2.917065954264395,1.110648663349425
CORNMINT OIL (Mentha arvensis),0.736190309023744,1.6308672845495504,1.8435954406760597
CURCUMA DOMESTICA L.,0.6524045211028207,-0.3568996023169957,1.5305301699746152
CURCUMA WENYUJIN,0.6543790521658627,-0.3920867887847568,1.5451066047850683
INDIAN CRESS ABSOLUTE (Tropaelum majus L.),0.6632476640380888,-0.35901968301824955,1.6067584827332797
SPANISH SAGE (Salvia lavandulaefolia Vahl.),0.6708921659824695,0.1749675944694606,1.6599983966076841
BLACK MUSTARD (Brassica nigra),0.6451778682792707,-0.363486102249652,1.3246642751897069
Raw LICORICE (Glycyrrhiza glabra L.),0.6537833463658677,-0.41049035016761765,1.077397254475332
SUMMER SAVORY (Satureja hortensis L.),0.6663709283100583,-0.2444609422277883,1.626769999521197
WHITE SESAME SEED OIL (roasted),-1.1639260558780185,-0.4799292553891765,-0.9112347156055152
WILD MARJORAM (Origanum vulgare L.),0.654426310058157,-0.35811082027439434,1.5292970136413842
SWEET MARJORAM (Origanum majorana L.),0.6507416510793139,-0.35185802626335794,1.5195394493438552
WHITE PEPPER (Piper nigrum L.),0.31513421739187186,2.003380976596549,1.7913911694500677
SLENDER MINT OIL (Mentha diemenica),0.6644400765543224,-0.31598896400693754,1.6201398051815643
LEMON BALM (Melissa officinalis L.),0.6456379285122529,0.31772168482626156,0.566405791162106
BOURBON VANILLA (Vanilla planifolia Andrews),0.33307970524408165,-0.8042854538870748,-8.203038365863183
CHEKUR (Alpinia sessilis = Kaempferia galanga),0.6831035343951372,-0.3685885575567295,1.7697276182793642
ANISE FRUITS,0.6509817078387865,-0.3598011621527136,1.413091673254985
QUASSIA AMARA,0.6645829054392564,-0.3745754355794514,1.609108891852539
THYMUS ZYGIS L.,0.6762716685826057,-0.25491460591704673,1.7025731203434173
OCIMUM SANCTUM L.,0.6458910780722324,0.5443375752785907,1.4464126364090757
CINNAMON BARK (Cinnamomum zeylanicum Blume),0.6794011725930236,-0.4011359744545743,0.565538758832014
PIMENTO LEAF,0.6613320105006817,0.32333765076977233,1.5681503762583613
"UNROASTED ARGAN OIL (cold-pressed, fresh)",0.7071610501580955,-0.40481314321753176,1.2155064112817557
ANISE HYSSOP (Agastache foeniculum (Pursh) Kuntze),0.6694438638883289,-0.2414474475116199,1.6482882422552967
"BLACK SESAME SEED OIL (cold-pressed, fresh)",0.6756984518738403,-0.3758904634623504,1.5524038395616777
"VINEGAR (aged w o wood cont, from Brandy de Jerez)",0.6611223168360862,-0.3752055291369629,1.4313870390145245
ASHANTI PEPPER (Piper guineense Schum and Thom),0.6954803907735512,0.39454940347327244,1.8481570242970726
BROWN MUSTARD VEGETABLE (Brassica juncea),0.5864968389538541,-0.3899173984485323,1.2684186229900583
ANGELICA SEED OIL,0.6591401079822746,-0.22868733282548706,1.5798889335780817
TAHITI VANILLA (Vanilla tahitensis Moore),-0.008431528315139748,-0.5771528379234023,1.267870419228286
CAPERS (Capparis spinoza),-0.09995680021031009,-0.18603361540604363,-3.979580995507687
LAUREL (Laurus nobilis L.),0.7487947344205439,3.2961760504351227,1.2721887659914901
"BLACK SESAME SEED OIL (cold-pressed, old)",0.6714604726790496,-0.37980151853700816,1.4531201389753632
MYRTLE LEAF,0.6661491131546914,-0.05620122129199596,1.649401741849703
ANISE (Pimpinella anisum L.),0.5604681418713541,-0.36077205038161764,1.4938336318325762
LOVAGE LEAF,0.5343265651292606,-0.31715694490480045,0.7411803898771964
"PINEAPPLE MINT OIL (Mentha suaveolens ""Variegata""",0.6504146876416402,-0.3541619201838742,1.5173049144324822
SCOTCH SPEARMINT OIL (Mentha cardiaca Ger.),0.8360860389645364,-0.5501173680334496,-1.3116145011426439
DILL HERB (Anethum graveolens L.),0.5966550182620861,-0.3873110127057737,1.014194761052215
TARRAGON OIL,0.6649276606531048,-0.2939404953037074,1.6363695468305501
CURCUMA HEYNEANA VAL.,0.690409786339823,0.7776897396666732,1.7632896069732542
DILL SEED (Anethum graveolens L.),0.654533884339723,-0.35611397593264255,1.5451236666801853
EUCALYPTUS OIL (Eucalyptus globulus Labill),0.7122969773777971,-0.1875079322465809,1.8829302252021294
"BLACK POPPY SEED OIL (cold-pressed, old)",0.650405695255527,-0.3541620430598016,1.5172540294401389
"MENTHA OILS, OTHER",0.6668696729457275,-0.39601104169456613,1.3728255288900244
"GINGER, OTHER TYPES",0.40921359557570486,2.4186006506860758,1.0457648785538147
MACE (Myristica fragrans Houttuyn),0.6741402394322301,-0.23405907826618302,1.6983981092370246
WATER MINT OIL (Mentha aquatica),0.7044341652992512,0.70470863940206,1.908359284774836
CURCUMA PIERREANA GAGNEP. (rhizome oil),0.6508625243516507,-0.3888605832736282,1.515486038779035
LEMON BALM (Melissa officin. L subsp alt Arcang),0.6504112437625609,-0.354198794446352,1.5172712769498735
PEPPERMINT OIL (Mentha piperita),0.4056759427246023,-0.13641602904147582,1.6733824070397965
BROWN MUSTARD SEEDS (Brassica juncea),0.6525918706487309,-0.3640830893885668,1.4380972573090873
STAR ANISE (Illicium verum),0.6662715805088875,-0.2753433507915083,1.6289267634137463
BLACK PEPPER LEAF (cv. Cingapura),0.6621031519308929,-0.3750815322240958,1.5422371644479598
WINTER SAVORY (Satureja montana L.),0.6682341980931815,-0.04891708474610041,1.6365490666374627
BLACK PEPPER LEAF (cv. Kottanadan),0.6765309310848376,-0.3838789740372414,1.6948809248617898
PIMENTO BERRY,0.6815971483743392,1.2095212844769827,1.6202177829377629
FENNEL WASTE (Foeniculum vulgare Mill.),0.6741635563963644,-0.3903211047976391,1.660745978843392
"ROASTED ARGAN OIL (cold-pressed, old)",1.8634797740977642,-0.4263725042790215,0.8595488575145692
DILL ROOT (Anethum graveolens L.),0.6547853468854177,-0.35572372213302295,1.5480017720354373
WILD MARJORAM (origanum vulgare L. ssp. vulgare),0.6649346222258831,-0.16358632058819172,1.6162758498890193
CASSIA BARK (Cinnamomum cassia Blume),0.6504146340073522,-0.35416185516814136,1.5173045997546881
BROWN MUSTARD SEEDS ROASTED (Brassica juncea),0.40728086536402347,-0.3070875035570388,2.840086520595453
CORIANDER SEED (Coriandrum sativum L.),0.7386514742909338,-0.3260036718971921,0.39661004575678455
"MILK THISTLE OIL (cold-pressed, old)",0.4944093758735687,-0.43413117152168224,1.1250467067376058
SAFFRON (Crocus sativus L.),0.5684288461027979,-0.4132617916904755,0.9802848870164088
JUNIPER BERRY (alcoholic extract),0.6584951955244247,-0.3622904714150312,1.5758188294228783
"GOLD FLAXSEED OIL (cold-pressed, fresh)",0.47322815425749715,-0.16565185948293662,0.771616028094035
CURRY LEAF OIL (Bergera koenigii L.),0.32986302510230314,4.6659397337245085,2.7078921481187423
WORMWOOD OIL (Artemisia absinthium L.),0.891242608325642,8.271949320657177,4.3013606790097425
BLACK PEPPER FRUIT (cv. Equador),0.6561900975623772,-0.36349589217676215,1.552957383005076
CLOVE BUD,0.6617871710500032,0.10591653004075761,1.4558864961613531
ROMAN CAMOMILE OIL (Anthemis nobilis L.),-0.05493508679173435,2.9630592916558993,2.963821176106017
ASIAN MINT OIL (Mentha asiatica Borriss.),0.6667753589364948,-0.1886711218608437,1.617808639192283
BITTER FENNEL OIL (F. var. vulgare (Miller)),0.577753130499579,-0.3171808220024909,1.6426572746169652
"BROWN FLAXSEED OIL (cold-pressed, fresh)",0.3939262775193573,-0.14132667323556317,1.2427809122011417
CORIANDER LEAF (=CILANTRO) (Coriandrum sativum L.),0.7595514424579366,-0.3501459696243793,2.305985293317591
CHERVIL (Anthriscus cerefolium L.),0.6625238112717007,-0.3940505993262934,1.3817790434559958
"BLACK POPPY SEED OIL (cold-pressed, fresh)",0.5047319535463864,-0.40257228963550984,1.0997095587351966
FENUGREEK (Trigonella foenum-graecum L.),0.6329337757874092,-0.4009592052718989,0.7993299077849296
DILL BLOSSOM (Anethum graveolens L.),0.6598479427159845,-0.3668898541353415,1.5836940913226452
JUNIPER BERRY,0.65240246764668,-0.35707430651591426,1.5305203206184368
Heated LICORICE (Glycyrrhiza glabra L.),5.173757145739549,-0.5682169987719566,-0.1810757341277929
